✨헌법 번역 프로젝트✨마지막 1개 언어 구합니다‼️,"👉안녕하세요 저희는 한국외대 스스로 만드는 비교과 프로그램 BYOI에 참가한 L.A.W.S(Laws always with us)입니다.

❣헌법 번역 프로젝트
우리나라의 헌법을 다양한 외국어로 번역함으로써 학생들의 헌법의 가치와 중요성에 대해 다시 생각해볼 수 있는 기회 제공 및 외국인 학생들에게도 대한민국 헌법에 대한 관심 제고를 위하여 프로그램을 기획하였습니다.

*자세한 사항은 hufs 교육선진화센터 http://eac.hufs.ac.kr/ 공지 참고 부탁드립니다❗️

👉모집 기간: 11월 11일 자정부터 선착순 마감 방식으로 진행 중
(*현재 16개 언어가 신청 완료되어 4개 언어 모집 후 최종 마감합니다!)
👉지원 방법: 카카오톡 kimdayeon98로 연락
성함, 학과, 학번, 번역하실 언어와 함께 연락주시면 됩니다:)
👉상품: 참여해주신 모든 분에게 치킨 기프티콘 증정 예정
👉선착순으로 신청해주신 분들께 헌법 약 6-7조정도 되는 분량을 배정할 예정입니다. 각자 신청하신 언어로 번역하신 뒤 11월 22일 자정까지 ktjdus619@naver.com으로 파일을 보내주시면 됩니다. 보내주신 번역본은 추후 교수님께 검토를 요청드릴 예정입니다. 완성된 번역본은 다양한 장소에 전시될 예정입니다.
*언어당 1명(팀)을 모집할 예정입니다.

*마감된 언어 안내😊
포르투갈어, 스페인어, 일본어, 프랑스어, 인도네시아어, 폴란드어, 영어, 루마니아어, 중국어, 독일어, 아랍어, 힌디어, 이탈리아어, 세르비아어, 베트남어, 러시아어

❣궁금한 점은 kimdayeon98로 언제든지 연락주세요! 많은 참여 부탁드립니다!!

앞으로 인스타그램을 통해 게시될 다른 활동에도 많은 관심 부탁드립니다💕
https://instagram.com/lawsalwayswithus?igshid=p3b3am3qgqm5",12,"['네덜란드어 마감입니다❗️', '스웨덴어 마감입니다🙌🏻', '태국어 마감입니다☺️', '말레이시아어 마감으로 신청 마감입니다!', '각 학과의 내국인 교수님께 문의드릴 예정입니다❗️', '마감됐나요..?ㅠ', '몽골어 가능자인데ㅠㅜ', '죄송합니다! 저희 전체 마감되어 감수 진행중입니다']"
백년관 413호에서 미네르바 보카책과 노란 연습장 보신분,"11월 9일 월요일 6교시 한승훈교수님 대영시간에 실수로 책상밑에 놓고 갔습니다.
오늘 다시 와보니 단어책은 온데간데 없고 제 노란 연습장은 원래 자리가 아니라 다른자리에 옮겨져서 웬 중국어 단어가 잔뜩 쓰여있는 종이와 함께 있더군요.
혹시 보신분...연락주세요 제발...기다리고 있겠습니다...",0,['에휴...중국어 공부하면서 중국의 거지근성 까지 답습한건가... 남의 물건을 함부로 사용한 것만으로도 짜증나는데 이게 뭔일이냐...']
중국문학사 ㄱㅎㅈ,이번주도 늦으시는건가;;,0,"['웹엑스 비밀번호 입력하시는 중입니다..', '감사합니다']"
생각해보니까,"중국이 우리나라 문화를 자기들 거로 둔갑하는 거, 그거 혹시 북한 나중에 망할 때 명분 만들려고 그러는 거 아닐까? 북한 망하고 땅 처분할 때 자기네 문화권이었으니 달라고 하고, 중국의 평생 소원인 태평양 진출까지 하려고.

어차피 남한은 저렇게 문화 둔갑 같은 거 국력이 세니 타격도 안 받으니 상관 없는데 북한이라면 타격이 더 클 듯 함.",0,[]
중국과 세계,나만 안들어가짐..??,0,"['ㄴㅈㅎ?', '야스야스']"
ㅇㅎ 교수님 동아시아중국문화,이번에 내준 이메일 과제까지 총2개 맞나요??,0,[]
flex 중국어,다들 어땠어? 본 사람,0,['책에서 푼 모의고사보다는 쉬웠던 거 같움 ..']
중국 문학과 인문지리 질문,"정광훈 교수님 수업 과제가 모든 학생이 발표하는 건가요? 제 기억에는 발표하는 인원은 신청해서 하는 걸로 기억하는데 이클레스 공지를 보니 형식을 pdf로 하라고 하셔서 ㅠ 기억이 잘 안납니다 ㅠㅠ
알려주실 수 있는 분 계신가요?ㅠ
모든학생이 발표로 준비하면 되는 건가요?",0,['교수님이 몇명은 시키시고 몇명은 지원받아서 8-10팀정도 발표한다고 하셨어요']
중국 문학과 인문 ㅈㄹ,과제가 발표할 사람아니어도 전체 학생 모두 과제하는 것 맞나요?,0,"['네에', '혹시 정광훈교수님 수업 맞으시죠? 모든학생이 발표하는 건가요? ppt형식으로 내라고 하셔서 ㅠ', '네 근데 주제 겹치면 교수님이 조정하시는 거 같은데 아마 다 하는 거 같아요', 'ㅠㅠ감사합니다!']"
나 중통인데,갑자기 든 생각인데 중국 정부에서 외국인도 검열이나 감시 하나...? 혹시라도 가게 됐을 때 쥐도 새도 모르게 사라지거나 추방 당하는 일은 없겠지?,0,"['중국가서 경찰서앞에서 타이완남바완 외치고 안댕기면됨. 그리고 일개 외머 학생한텐 관심없음', 'ㅋㅋㅋㅋㅋㅋㅋ하긴', '위그르인 게시물 보니까 외국인 남편도 구속됐다고 그러길래ㅋㅋㅋ', '위그르분이랑 결혼했어?', 'ㄴㄴ 그냥 이집트 국적인 인간도 잡혀들어갔다길래 허걱 이거 중국 공산당이랑 조금만 엮여도 잡혀 가는거 아냐?? 싶어서 물어본거야ㅋㅋㅋ 아무리 봐도 위그르인하고 결혼했다는 사실만으로, 그것도 다른 국적 사람을 구속했다는 게 상식적으로는 이해가 안가잖아.', '위챗쓰는데 어쩌다 한번씩 정보동의? 같은거 하라고 알람 뜸 그냥 업뎃같은거 말고 글고 그거 동의 안하면 사용 못함. 위챗은 검열한다고 공공연하게 알고 있음', '글고 중국 입국심사할때 그 지문인식인가 생체인식 ? 그거 무조건 해야 입국 가능하다고 알고 있는데 아닌가', 'ㅇㅇ맞아. 중국 앵간하면 죄다 검열하는데 뭐. 나 어렸을 때 아무것도 모르고 바이두 클라우드 쓰다가 자료 반이상 날라갔잖냐...', '그건 위구르족 탄압땜에 그런거고 우리나라 사람한테는 그럴 일 없어', '한복 한국 꺼라고 외치고 다닌다고 저렇게 되진 않겠지ㅋㅋㅋ']"
짜장면 먹고 싶은데,"어디다 시키면 되나요?
아님 근처에 중국집 있나요?
배달 시키면 그릇은 일회용이죠?",0,"['7080 고고 배민에 잇어요', '혹시 몇동이세요??', '전 국사원이요. 왜요?', '아ㅠㅠ 같은 동이면 같이 시키자구 하려했는데 아쉽네요', '같이 시키면 되죠!', '방법 없을까요?', '쪽지드렸어요!', '장강 ㄱㄱ', '어디에 있나요?', '배민에도 있고, 직접 가시려면 롯데리아 건너면 골목으로 들어가시면 있어요~ 날으는 김밥 옆에요', ""오우 머네요'. 감사합니다!"", '짜장면은 7080이 제일 마싰어ㅠㅠ']"
중국학입문 박홍서교수님,매주 비대면 맞죠?!,0,"['따로 공지 없으시면 비대면', '감삼니다~~']"
나 중통인데,"유럽어 할 걸.
ㅅㅂ 중국 개 싫다. 우리 과 중에 나만 그러냐",0,"['혐중하니까 중국어도 재미 없어짐. 배워봤자 중국인 똥꼬 빠는데나 쓸일밖에 없고.', '워 쉬 중궈런', '시진핑핑이 핑피리핑핑핑', '솔직히 학교 유학온 중국 친구들은 ㄱㅊ은거같은데 역사왜곡 한복도 자기의복이라하고 6.25전쟁 개입한게 미국의 침략으로부터 북한 지키려고한다 이런 개소리하는거 보면 싸다구마려움', '난 솔직히 우리학교 유학온 애들도 의구심 듦;;; ㅅㅂ 중공 망해라', '난 중국을 사랑해서 중국이 한 20개로 분할되었으면 좋겠어', '난 그냥 공중에서 분할되었으면 좋겠어. 아, 미세먼지 되려나', '취업할때되면 감사할거다..', '분위기 못 읽지?']"
중국게임 샤이닝니키 한국서비스 종료,"한복이 중국 옷이라는 주장으로 한국 서버에서 한복 없애더니 한국인들이 한복은 한국거라고 하니까 중국을 모욕했다면서 한국서비스 종료해버리네..;;
게다가 공지에 링크로 한복이 중국 전통의상인 이유를 설명해놨음 자세한 건 사진에 있지만 요약하자면 한국은 조선과 그 이전부터 중국의 속국이었고, 조선은 중국에 하사받은 복식을 모방한 것이기 때문에 한복은 중국 복식이다라고 주장 중.",45,"['ㄸ 이정도면 회사 입장이 아니라 사장이 잡혀갈까봐 올린 글 같은데...? “우리의 입장은 항상 조국과 일치한다는 점을 거듭 강조하고 싶습니다” 이부분도 그렇고', '고조선, 삼국시대부터 입던 걸 거듭 개량되면서 입어온 건데 먼 개솔이래', '짱개', '개소리를 존나 길게 쓰네ㅡㅡ', '아 미치놈들 무식을 티내고있네', '종료안하면 직원들 인체신비전되서그럼ㅋㅋㅋㅋㅋㅋㅋㅋ', '중국 시발놈', '그리고 얘네 러브앤프로듀서라는 다른 게임의 캐릭터 계정으로 한국 유저들 저격함ㅋㅋㅋㅋㅋㅋ', 'ㅅㅂ 이만원 썼는데 개빡치네 애플인데 환불 신청은 했는데 해줄지 모르겠다', '10만원 이내는 원래 수월하게 되지 않아? 애플응ㄴ 좀 다른가...?', '내친구 환불신청 승인됐대!', '헉 혹시 사유 뭐라고 썼대...??? 환불까지 얼마나 걸렸대...?ㅠㅜㅠㅠ', '어제 신청해서 오늘 바로 됐어 사유는 모르겠다', '사유 친구나 가족 어쩌고가 젤 빨라', '13억 떼쟁이들 ㅋㅋ', '미국옷을 입고, 미국의 기계를 사용하고, 미국의 국제기구인 UN에 가입한, 미국의 속국=중국', '치파오인가하는 뭔가는 버렸나', 'ㅅㅂ 얘네 지금 조직적으로 한복 뺏기 들어갔음', '내용은 빡치긴 한데.. 뭔가 저 살고싶어요 하고 쓰는 글 같긴 하다', '유튜브 광고 짜증났는데', '근데 이런 게임 재밌음? 존나 오글거리는데 많이들 하나봐 게다가 중국 게임인데 왜 해...??', '지금 한국 운영진이 전액 환불 해드리겠다고 공지 올렸는데 그 공지 올라온지 10분만에 지워지고 카페에 게시글 작성 불가하게 막힘+올라온 게시글들 nn개 단위로 삭제되고 있는 상태...', '맞아; 나 닠 유저인데 너무 짜증나', '요약) 중국의 속국이 될 너그들이 감히 우리말 안듣고 욕해서 괘씸해서 서비스중단합니다']"
최은경 교수님 현대중국정치의 이해,만점받은 사람 있긴한가요... 쁠제로 기준 겁나 빡세네여ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,0,[]
중국인들 ㄹㅇ 미친것같음,"샤이닝니키라는 중국산 게임있는데
그 게임에서 한복 의상 게임에 내놓고 한국의상이라고 표기했는데
이거에 중국인들이 ""중국소수민족인 조선족의 옷인데 왜 한국으로 표기하냐""고 따지고 게임삭제 인증까지 올리면서 난리남
근데 더 웃긴건 게임회사가 그거 받아들이고 사과문 올리고 중국섭에서 한복 국적 표기수정하고,
또 한국섭에선 한국현지화 차원에서 한복은 중국옷이라 부적절하다며 아예 삭제해버림
일부의 분탕이 ㅈㄹ하는거면 모르겠는데 국민과 기업과 나라가 모두 한통속으로 저러니까 ㄹㅇ답이없음 당하는 나라는 국력 차가 나니까 제대로된 항의도 못하고 그냥 중국 전체가 민족주의에 미쳐있다. 마치 세계대전 터뜨리기 직전 나치같아",41,"['그니까 ㅅㅂ지금 중국 동북공정 다시하는것같음', '착짱죽짱이라구!!', '동북공정 우리나라 역사연구소에서도 거든다는 말을 들은 거 같기도 한데', '저 기업은ㅋㅋㅋㅋ그렇게 안하면 아예 없어져버림ㅋㅋㅋㅋㅋ살기 위해서 아닌거 알아도 국가에 순응해야 하는거ㅋㅋㅋㅋ그래서 중국 공산당이 쓰레기들인거야.', '일본불매말고 중국불매나 좀 하자 일본보다 더 ㅈ같음', '아 근데 일본도 싫어ㅋㅋㅋㅋㅋㅋㅋ 하.. 주변에 쓸모있는 나라가 없네 증말', '지금 중국자본이 점점 한국 부동산 잠식중인거 알아야함.. 구로 대림쪽은 중국인건물 천지임. 미래에는 중국인한테 월세내고 살 수도 있다', '내말이... 제주도는 이제 거의 짱깨가 점령함...', '우리나라는 외국인들 부동산 거래에 제재가 없어???? 외국은 다 있잖아.', '섭종 레전드 ㅋㅋㅋㅋㅋㅋㅋㅋ', '나 니키 골수유저인데 너무 짜증나..;', '섭종공지 레전드 진짜 유사국가 수준', '섭종공지 원ㄴ래 글 안 쓰던 스탭이 갑자기 나타나서 썼는데 누가봐도 중국인이 쓴 글이어서 더 화나']"
요즘 중국,동북공정 다시시작함??? 한복 지들거라 우기는거 개에반데,2,['두루마기랑 갓도 중국거래 미친거 아니냐ㅔ']
중국지역문화 축제,과제 인상깊은점 쓰면되는건가요??,0,['오연 교수님이요']
중국지역축제와 문화,10주차 오늘 어떤 거 쓰는 건가요?? 이미지 활용 방법 인가요??,0,[]
중통분들 도와주세요..ㅠ,제가 미니어처 집만들기를 하고있는데 중국어로 적혀있어서 뭔지 잘모르겠네요ㅠㅠㅠ,0,"['위에 3개 쿠션천, 아래 왼쪽부터 세면대, 가스렌지대, 냄비손잡이 같아..!', '아 냄비가 아니라 후라이팬', '감사합니다!!!ㅠ']"
중국과 세계,"도대체 1과 2는 무엇이 다른 거
1학기에 배운 거 재수강 하는 기분이네",0,"['전 이 수업에서 뭘 어떻게 해야될지 모르겠네요ㅠㅠ 시험은 어떻게 나오나요ㅠㅠ??', '리포트도 수업 내용과 거의 무관하고 허허... 1학기 기말 시험은 쉽게 나왔어요. 복잡하게 암기할 것까진 없고, 이해하면 쓸 수 있는 문제들이었는데 이번엔 어떨지...', '아 그렇군요ㅠㅠㅠㅠ 공부를 어찌하면 좋을까요ㅠㅠ?? 책을 반복해서 읽으면 될까요ㅠㅠ??', '나중에 나갈 진도는 한국어인데 그거만 몇 번 읽고 나머진 교수님 말씀 정리한 거 바탕으로 했어요. 중국어 솔직히 그거 못 읽어요 ㅎㅎ...', '와~~ 교수님말씀정리도 하시고!! 대단하시네요!! 사실 수업을 들어도 무슨 소린지 잘 모르겠더라고요 ㅋㅋ 너무 친절하세요~!! 감사해요^^']"
중국과세계,강의실 강의계획서 대로 2503 맞나요?ㅠ,0,[]
오늘 중국 인문지리 수업을 못들었는데,혹시 교수님이 과제 관련으로 말씀해주신게 있었나요?,0,['걍 기간 내에 제출하시믄 될 거 같아요 별다른 건 말씀 안 하셨네요']
중국어통번역 학우님들 하나만 더 도와주세요,해석 부탁드릴게요,0,"['아 지금 겜 시작햐서ㅠ 다른분이 해주세용', '이판하고 옶으면 해드릴게여', '네 감사합니다!', '아 ㅋㅋ 우선 칠줄알아야지 ㅋㅋㅋㅋㅋㅋㅋㅋ']"
중국어통번역과 학우님들 도와주세요!,해석좀 부탁드릴 수 있을까요??,0,"['전원 공급 장치 조건 : 220V-50HZ-5W 제품 원리 : 1. 업그레이드 및 강화 된 구충제는 물리적 원리를 사용하여 모기, 생쥐, 파리, 바퀴벌레, 박쥐 및 기타 곤충을 격퇴합니다. 2. 모기, 생쥐, 파리, 바퀴벌레, 박쥐 및 기타 곤충은 신경계 및 청각 계에 민감하며, 본 제품은 저주파 음파 및 전자파에 의해 자극을 받으면 제품이 위치한 방에서 탈출 할 수 없습니다. 3. 모기, 생쥐, 파리, 바퀴벌레, 박쥐 및 기타 곤충은 특정 공간에 일정량의 산소를 가지고 있으며, 한 마리가 죽으면 새 것이 태어나거나 침입하게되며 전통적인 살인 방법은 할 수 없습니다. 예, 어느 정도의 해가 있습니다. 지능형 전자 기피제는 번식을 억제하고 신경계와 청각 계를 파괴하며 모기, 생쥐, 파리, 바퀴벌레, 박쥐 및 기타 곤충을 퇴치 할 수 있습니다. 애플리케이션 : 주택, 쇼핑몰, 호텔, 창고, 전자 시스템, 공장 애플리케이션 등', '감사합니다ㅠㅠ', '와우..', '멋있어요!!', '파파고 쓰삼...']"
중국어통번역기초,다들 잘봤겠죠..?? 몇점이세요??,0,"['95인데 만점많을거같아요', '구럴 것 같네요ㅠㅠ', '몇점이세요?', '99요', '전기말고사더열심히해야겠네요ㅜㅜ', '기말에는 오픈북이 아니겠죠..??', '넹 ㅎㅎ']"
실크로드,"중국편도 다소 어렵네ㅋㅋㅋㅋㅜ
다들 고생 많았어~~ 드디어 시험 끝😭😭😭",0,['점수 공유하자~!']
현대중국경제 뭐야????? 저번주꺼 나만 지금 열린거아니지?,???,0,"['내일수업 미리 올리신듯', '9주차,10주차 같이 지금 올라왔는데 9주차가 2일 11시59분까진디,,,?', '엥? 난 저번주에 9주차꺼 들었는데', '엥????????!!?!', '나도임 갑자기 올라와서 보니까 출석기간 지남;;;', '뭐지..ㅜㅜ', '나 일단 메일 드려봄,,,ㅜㅜ', '헉 ㅠㅠ 답장오면 나도 좀 알려주라 ㅠㅠ', '하나는 잘못된거니까 10주차 들으면 됩니다 이렇게 왔는데 이게 무슨 말씀이시지,,,?', '나도 9주차 저번주에 들었는데?? 원래 어제까지였는데', '영상이 안떴었으,,,없었음ㅠ', '나도 이런데 이게 뭐지... 누구는 들었고 누구는 못 들었다는게', '메일 보냈는데 답장이 딱 [하나는 잘못된거니까 10주차 들으면 됩니다] 이렇게 옴... 이게 무슨 말씀이시지..?']"
취업은 했는데 졸업요건 못맞출까봐 걱정인 사람 있어?,"전공공부 포기한지 너무오래됐는데 전공언어 플렉스 600점 어떻게넘지ㅠ
학과 졸업요건엔 대체논문같은거 없이 저거 하나만 있고 영어 중국어 일본어가 아니라서 인강도 얼마없네",0,"['ㅇㄷ??', '9급 ㅠ', '언제욥', '비밀이에욥', '취업 어디로 했어요?', '9급이요ㅜ', '와 대박...ㅠㅠ', '감사합니다ㅠ', '저 .. 실례지만 9급 어느정도 기간으로 준비하셨나요? 저도 전공이 안맞아서 고민중이거든여 ㅠㅠ..... 축하드려요', '감사합니다ㅠ 필기시험까지 9~10달정도 걸렸네요']"
마라만두 한봉지 가져갈 사람있음?,"중국음식 고수향, 향신료향 있는거 못먹어서 도저히 못먹겠음...
고기만두사고 랜덤 사은품으로 2봉지 받은건데 한봉지는 꾸역꾸역먹었는데 한팩더 먹기는 도저히 무리다
위치는 국사원 살고있음",0,"['그냥 전자렌지에만 돌리면 돼요?!?', '네', '긱사 사는데 받을 수 있을까요?', '저요..']"
미디어중국어,내일 구술평가 읽는거 맞나요?? 외우는거 아니죠??,0,['보고 읽는거라고 알고있어요 !']
돈도 없으면서 자꾸 시켜먹고 싶다,"오늘은 뭐 먹을까?

메뉴 정해도

중국음식말고!",0,"['난 지금 순대국!!', '시킬 수 있는 곳이 없다...ㅠ', '그럼 든든한 한식 먹자', '한식 보고 하 저거 내가 해먹으면 얼만데...생각나서 도저히 못 시키겠어...ㅠ 미안해..', '오늘 바른치킨 3천원쿠폰이 있어 바른치킨으로 하까...?!', '치킨에 맥주 얹자!!', '술찐데 내일 비대면이니까 할까!!', '나도 마시는 중이야 가즈아아아아아ㅏㅇ', '너 밑에 글쓴 쓴이지!', '들켯다!!! 빤스런 하자', '나는 익3인데..? 가긴 어딜 가~~ 쪽지로 갈까?', 'ㅁㅋㅋㅋㅋㅋ 나 그정도로 취하지 안ㄹ았어', '아니? 말 잘못하는 거 보면 취했다 언능 집이나 가래도~ 버스 언제 오는데 아직도 거깄어!!', '아닙니다. 저는 아직 멀쩡해. 전혀 취하지 않았고 평소에는 사실 이것보다 훨씬 많이 마셔 그냥 좀 오랜만에 마시니까 기분이 좋아졌어. 누나가 심부름으로 시킨 스프라이트, 두통약, 비비빅도 사갈거야', '저는 아직 멀쩡해 에서 기각이야 누나 심부름이나 해', 'ㅠㅠㅠㅠㅠㅠㅠ 사실 나도 알아 누나 올때까지 기다려야햄', '누나가 오늘따라 왜캬 늦게 오는거야. 빨리 와서 취한 애 채가지...ㅠㅠ', '아냐 나는 멀쩡한 척 할끄야', '둘 다 넘 귀엽다', '에타만 하면 맨날 듣는 것 같단 말이야,,', '나능 왜 남자답지 못하징 ㅠㅠㅠㅠㅠ', '아무렴 어때~ 귀여우면 남자 아닌가~', '여기 근처 화쟝실 없나 ㅠㅠㅠ', '거기가 어딘지 알고 알려줘~ 가게 사장님께 여쭤봐', '헤헷 가게 나왓지롱~~', '노상방뇨는 하디마', '평의점 알바느님한테 물어봐거 쌋어', '잘했어', '이제 집강다 워후~~~ 너는 뭐 먹엉?', '치킨+떡볶이!!', '잘해써 ㅎㅎㅎㅎ']"
중국고중세철학사,웹엑스 왜 안열리죠..?ㅠㅠ,0,[]
대학중국어,홀짝 관계없이 2주 중에 1주만 대면 출석하면 되는거죠??,0,[]
동아시아와 중국문화 과제,이메일로 제출하는 과제 있었음??ㅋㅋㅋㅋㅈ됐다,0,"['그거 기한 좀 지난지 오래돼지 않았어 쓰니야..?', '짜피 안할건데 그거 뭐였어?? 몇주차??', '근데 이거 질의응답 올라온거 보니깐 11월 30일까지라는데 지금 내도 되는건가?', '그거는 중간고사 대체 리포트고 5주차 쯤에 메일로 제출하는 거 하나 있었어!', '웅웅 근데 질의응답에 질문하신분이 이메일로 제출하는 과제라고 하셨는데 교수님이 11월 30일까지라고 하셔성']"
중국어 공부하려는데 학원들이 기초만 4개월을 잡던데,"중국어 기초는 학원에서 다지는게 좋대서 알아보고 있는데요..
대형어학원들 대부분 기초를 1~4단계로 잡고 4개월 커리로 해놓던데 정말 4개월 다들어야하나요?ㅜ
저는 진짜 필요한 부분만 다지고(뭐 들어보니 성조? 발음? 그게 꼭 잡아야한다더라구요) hsk 4급부터 독학 바로 시작하려했는데, 그 기초가 4개월 정도 걸릴 양인가요?",0,"['저 기초반 다들었었는데 도움 많이 됐다고 생각해서 추천해요~ 쓸모없지 않았고 4급은 독학으로 할수있을정도로 기초 쌓을수있었다고 생각해요', '그렇군요.. 그럼 들어가면서 성조같은 필요한 부분 다진 뒤 혼자 4급 독학하며 기초수강해도 괜찮겠죠??', '너무 길다 생각하시면 2달코스까지만 하고 독학하셔도 괜찮을거같아요!', '감사합니당', '흠 발음하는것만 4개월은 좀 긴것 같네요.. 전대형학원말고 동네 중국어 학원에서 중국인 선생님한테 배웠는데 괜찮았어요!', '저희근처에 딱히동네학원이 잘 안보이더라구요 ㅜㅜ 감사합니다', '아니면 병음 읽는거랑 성조 잘 지켜서 말하는것까지만 배우고 그 이후에는 독학으로 해도될것 같아요!! 성조랑 병음은 진짜 초기에 잡아놔야해서ㅠㅠ', '아하..감사합니다 ㅜㅜ']"
중국 도시를 문학과 관련해 찾아보려는데,다들 어케 찾고 있나엽 .. 저만 자료가 없는곤지 .. 휴휴,0,[]
교환학생,중국으로 가고 싶은데 안되겠죠??ㅠㅠ 혹시 신청은 언제 하는 지 아시는 분 계세요??,0,[]
중국문학사,저만 아직 못들어갔나요?,0,"['교수님 웹엑스에 문제생겨서 오프라인도 수업대기중입니다..ㅠ', '감사합니다 ㅠ', '넵 감사해요 ㅠ', '아직도?? 이러다가 수업못하고 그냥 지나가겠네요;;;']"
중회작 장전팅 교수님 내일 수업,뭐 숙제 들고가야한다거나 하는 특별사항 있었나요..? 중국어를 잘 못해서 놓친부분이 있을 것 같아서요 ㅜ,0,[]
